"income","current.single","trump.single","current.married","trump.married","diff.single","diff.married","pctincome.single","pctincome.married"
540000,165558.064,160164.81,150871.414,140547.81,-5393.25399999999,-10323.604,0.0144034454516868,0.0265300581129756
541000,165954.064,160494.81,151267.414,140877.81,-5459.25399999999,-10389.604,0.0145562275870121,0.0266582892301441
542000,166350.064,160824.81,151663.414,141207.81,-5525.25399999999,-10455.604,0.0147085184116735,0.0267861235021408
543000,166746.064,161154.81,152059.414,141537.81,-5591.25399999999,-10521.604,0.0148603202917723,0.0269135627683333
544000,167142.064,161484.81,152455.414,141867.81,-5657.25399999999,-10587.604,0.0150116355782408,0.0270406088567396
545000,167538.064,161814.81,152851.414,142197.81,-5723.25399999999,-10653.604,0.015162466606964,0.0271672635841151
546000,167934.064,162144.81,153247.414,142527.81,-5789.25399999999,-10719.604,0.0153128156988996,0.0272935287560399
547000,168330.064,162474.81,153643.414,142857.81,-5855.25399999999,-10785.604,0.0154626851601971,0.027419406167004
548000,168726.064,162804.81,154039.414,143187.81,-5921.25399999999,-10851.604,0.0156120772823155,0.0275448976004925
549000,169122.064,163134.81,154435.414,143517.81,-5987.25399999999,-10917.604,0.0157609943421404,0.02767000482907
550000,169518.064,163464.81,154831.414,143847.81,-6053.25399999999,-10983.604,0.0159094386020996,0.0277947296144639
551000,169914.064,163794.81,155227.414,144177.81,-6119.25399999999,-11049.604,0.0160574123102774,0.0279190737076469
552000,170310.064,164124.81,155623.414,144507.81,-6185.25399999999,-11115.604,0.0162049177005285,0.0280430388489193
553000,170706.064,164454.81,156019.414,144837.81,-6251.25399999999,-11181.604,0.0163519569925901,0.0281666267679902
554000,171102.064,164784.81,156415.414,145167.81,-6317.25399999999,-11247.604,0.0164985323921934,0.0282898391840574
555000,171498.064,165114.81,156811.414,145497.81,-6383.25399999999,-11313.604,0.0166446460911738,0.0284126778058877
556000,171894.064,165444.81,157207.414,145827.81,-6449.25399999999,-11379.604,0.0167903002675803,0.0285351443318959
557000,172290.064,165774.81,157603.414,146157.81,-6515.25399999999,-11445.604,0.0169354970857836,0.0286572404502226
558000,172686.064,166104.81,157999.414,146487.81,-6581.25399999999,-11511.604,0.0170802386965832,0.0287789678388122
559000,173082.064,166434.81,158395.414,146817.81,-6647.25399999999,-11577.604,0.017224527237314,0.0289003281654894
560000,173478.064,166764.81,158791.414,147147.81,-6713.25399999999,-11643.604,0.0173683648319509,0.0290213230880359
561000,173874.064,167094.81,159187.414,147477.81,-6779.25399999999,-11709.604,0.0175117535912138,0.0291419542542652
562000,174270.064,167424.81,159583.414,147807.81,-6845.25399999999,-11775.604,0.0176546956126699,0.0292622233020982
563000,174666.064,167754.81,159979.414,148137.81,-6911.25399999999,-11841.604,0.017797192980837,0.0293821318596366
564000,175062.064,168084.81,160375.414,148467.81,-6977.25399999999,-11907.604,0.0179392477672838,0.0295016815452367
565000,175458.064,168414.81,160771.414,148797.81,-7043.25399999999,-11973.604,0.0180808620307314,0.0296208739675823
566000,175854.064,168744.81,161167.414,149127.81,-7109.25399999999,-12039.604,0.0182220378171515,0.0297397107257567
567000,176250.064,169074.81,161563.414,149457.81,-7175.25399999999,-12105.604,0.0183627771598662,0.0298581934093141
568000,176646.064,169404.81,161959.414,149787.81,-7241.25399999999,-12171.604,0.0185030820796446,0.0299763235983509
569000,177042.064,169734.81,162355.414,150117.81,-7307.25399999999,-12237.604,0.0186429545848001,0.0300941028635754
570000,177438.064,170064.81,162751.414,150447.81,-7373.25399999999,-12303.604,0.018782396671286,0.0302115327663778
571000,177834.064,170394.81,163147.414,150777.81,-7439.25399999999,-12369.604,0.0189214103227905,0.0303286148588991
572000,178230.064,170724.81,163543.414,151107.81,-7505.25399999999,-12435.604,0.0190599975108308,0.0304453506840994
573000,178626.064,171054.81,163939.414,151437.81,-7571.25399999999,-12501.604,0.0191981601948461,0.0305617417758259
574000,179022.064,171384.81,164335.414,151767.81,-7637.25399999999,-12567.604,0.0193359003222904,0.0306777896588797
575000,179418.064,171714.81,164731.414,152097.81,-7703.25399999999,-12633.604,0.0194732198287234,0.0307934958490827
576000,179814.064,172044.81,165127.414,152427.81,-7769.25399999999,-12699.604,0.0196101206379017,0.0309088618533436
577000,180210.064,172374.81,165523.414,152757.81,-7835.25399999999,-12765.604,0.0197466046618682,0.0310238891697231
578000,180606.064,172704.81,165919.414,153087.81,-7901.25399999999,-12831.604,0.0198826738010416,0.0311385792874989
579000,181002.064,173034.81,166315.414,153417.81,-7967.25399999999,-12897.604,0.020018329944304,0.0312529336872301
580000,181398.064,173364.81,166711.414,153747.81,-8033.25399999999,-12963.604,0.0201535749690889,0.0313669538408206
581000,181794.064,173694.81,167107.414,154077.81,-8099.25399999999,-13029.604,0.0202884107414675,0.0314806412115824
582000,182190.064,174024.81,167503.414,154407.81,-8165.25399999999,-13095.604,0.0204228391162344,0.0315939972542983
583000,182586.064,174354.81,167899.414,154737.81,-8231.25399999999,-13161.604,0.0205568619369931,0.0317070234152838
584000,182982.064,174684.81,168295.414,155067.81,-8297.25399999999,-13227.604,0.0206904810362397,0.0318197211324487
585000,183378.064,175014.81,168691.414,155397.81,-8363.25399999999,-13293.604,0.0208236982354469,0.031932091835358
586000,183774.064,175344.81,169087.414,155727.81,-8429.25399999999,-13359.604,0.0209565153451467,0.0320441369452925
587000,184170.064,175674.81,169483.414,156057.81,-8495.25399999999,-13425.604,0.021088934165012,0.0321558578753085
588000,184566.064,176004.81,169879.414,156387.81,-8561.25399999999,-13491.604,0.0212209564839384,0.0322672560302975
589000,184962.064,176334.81,170275.414,156717.81,-8627.25399999999,-13557.604,0.0213525840801246,0.0323783328070447
590000,185358.064,176664.81,170671.414,157047.81,-8693.25400000002,-13623.604,0.0214838187211521,0.0324890895942878
591000,185754.064,176994.81,171067.414,157377.81,-8759.25400000002,-13689.604,0.0216146621640643,0.0325995277727745
592000,186150.064,177324.81,171463.414,157707.81,-8825.25400000002,-13755.604,0.0217451161554452,0.0327096487153202
593000,186546.064,177654.81,171859.414,158037.81,-8891.25400000002,-13821.604,0.021875182431497,0.0328194537868645
594000,186942.064,177984.81,172255.414,158367.81,-8957.25400000002,-13887.604,0.0220048627181169,0.032928944344528
595000,187338.064,178314.81,172651.414,158697.81,-9023.25400000002,-13953.604,0.0221341587309736,0.0330381217376682
596000,187734.064,178644.81,173047.414,159027.81,-9089.25400000002,-14019.604,0.0222630721755832,0.0331469873079344
597000,188130.064,178974.81,173443.414,159357.81,-9155.25400000002,-14085.604,0.0223916047473836,0.0332555423893232
598000,188526.064,179304.81,173839.414,159687.81,-9221.25400000002,-14151.604,0.0225197581318094,0.0333637883082329
599000,188922.064,179634.81,174235.414,160017.81,-9287.25400000002,-14217.604,0.0226475340043655,0.0334717263835173
600000,189318.064,179964.81,174631.414,160347.81,-9353.25400000002,-14283.604,0.0227749340306997,0.0335793579265396
601000,189714.064,180294.81,175027.414,160677.81,-9419.25400000002,-14349.604,0.0229019598666754,0.0336866842412249
602000,190110.064,180624.81,175423.414,161007.81,-9485.25400000002,-14415.604,0.0230286131584434,0.0337937066241137
603000,190506.064,180954.81,175819.414,161337.81,-9551.25400000002,-14481.604,0.0231548955425129,0.0339004263644135
604000,190902.064,181284.81,176215.414,161667.81,-9617.25400000002,-14547.604,0.023280808645822,0.0340068447440507
605000,191298.064,181614.81,176611.414,161997.81,-9683.25400000002,-14613.604,0.0234063540858074,0.0341129630377221
606000,191694.064,181944.81,177007.414,162327.81,-9749.25400000002,-14679.604,0.0235315334704739,0.0342187825129454
607000,192090.064,182274.81,177403.414,162657.81,-9815.25400000002,-14745.604,0.0236563483984631,0.0343243044301102
608000,192486.064,182604.81,177799.414,162987.81,-9881.25400000002,-14811.604,0.0237808004591211,0.0344295300425277
609000,192882.064,182934.81,178195.414,163317.81,-9947.25400000002,-14877.604,0.0239048912325664,0.0345344605964803
610000,193278.064,183264.81,178591.414,163647.81,-10013.254,-14943.604,0.0240286222897563,0.0346390973312711
611000,193674.064,183594.81,178987.414,163977.81,-10079.254,-15009.604,0.0241519951925538,0.0347434414792721
612000,194070.064,183924.81,179383.414,164307.81,-10145.254,-15075.604,0.0242750114937926,0.0348474942659735
613000,194466.064,184254.81,179779.414,164637.81,-10211.254,-15141.604,0.0243976727373429,0.0349512569100306
614000,194862.064,184584.81,180175.414,164967.81,-10277.254,-15207.604,0.0245199804581755,0.0350547306233124
615000,195258.064,184914.81,180571.414,165297.81,-10343.254,-15273.604,0.0246419361824262,0.0351579166109479
616000,195654.064,185244.81,180967.414,165627.81,-10409.254,-15339.604,0.024763541427459,0.0352608160713736
617000,196050.064,185574.81,181363.414,165957.81,-10475.254,-15405.604,0.0248847977019291,0.0353634301963794
618000,196446.064,185904.81,181759.414,166287.81,-10541.254,-15471.604,0.0250057065058456,0.0354657601711548
619000,196842.064,186234.81,182155.414,166617.81,-10607.254,-15537.604,0.0251262693306327,0.0355678071743346
620000,197238.064,186564.81,182551.414,166947.81,-10673.254,-15603.604,0.0252464876591918,0.035669572378044
621000,197634.064,186894.81,182947.414,167277.81,-10739.254,-15669.604,0.0253663629659615,0.0357710569479437
622000,198030.064,187224.81,183343.414,167607.81,-10805.254,-15735.604,0.0254858967169786,0.0358722620432741
623000,198426.064,187554.81,183739.414,167937.81,-10871.254,-15801.604,0.0256050903699374,0.0359731888168997
624000,198822.064,187884.81,184135.414,168267.81,-10937.254,-15867.604,0.0257239453742492,0.0360738384153527
625000,199218.064,188214.81,184531.414,168597.81,-11003.254,-15933.604,0.0258424631711008,0.0361742119788765
626000,199614.064,188544.81,184927.414,168927.81,-11069.254,-15999.604,0.0259606451935132,0.0362743106414689
627000,200010.064,188874.81,185323.414,169257.81,-11135.254,-16065.604,0.0260784928663986,0.0363741355309244
628000,200406.064,189204.81,185719.414,169587.81,-11201.254,-16131.604,0.0261960076066187,0.0364736877688771
629000,200802.064,189534.81,186115.414,169917.81,-11267.254,-16197.604,0.0263131908230403,0.0365729684708422
630000,201198.064,189864.81,186511.414,170247.81,-11333.254,-16263.604,0.0264300439165928,0.036671978746258
631000,201594.064,190194.81,186907.414,170577.81,-11399.254,-16329.604,0.026546568280323,0.036770719698527
632000,201990.064,190524.81,187303.414,170907.81,-11465.254,-16395.604,0.0266627652994512,0.0368691924250572
633000,202386.064,190854.81,187699.414,171237.81,-11531.254,-16461.604,0.0267786363514255,0.0369673980173024
634000,202782.064,191184.81,188095.414,171567.81,-11597.254,-16527.604,0.0268941828059768,0.0370653375608027
635000,203178.064,191514.81,188491.414,171897.81,-11663.254,-16593.604,0.0270094060251724,0.0371630121352246
636000,203574.064,191844.81,188887.414,172227.81,-11729.254,-16659.604,0.0271243073634696,0.0372604228144005
637000,203970.064,192174.81,189283.414,172557.81,-11795.254,-16725.604,0.0272388881677686,0.0373575706663679
638000,204366.064,192504.81,189679.414,172887.81,-11861.254,-16791.604,0.0273531497774658,0.037454456753409
639000,204762.064,192834.81,190075.414,173217.81,-11927.254,-16857.604,0.027467093524505,0.0375510821320889
640000,205158.064,193164.81,190471.414,173547.81,-11993.254,-16923.604,0.0275807207334299,0.037647447853294
641000,205554.064,193494.81,190867.414,173877.81,-12059.254,-16989.604,0.0276940327214353,0.0377435549622706
642000,205950.064,193824.81,191263.414,174207.81,-12125.254,-17055.604,0.0278070307984176,0.0378394044986621
643000,206346.064,194154.81,191659.414,174537.81,-12191.254,-17121.604,0.0279197162670257,0.0379349974965469
644000,206742.064,194484.81,192055.414,174867.81,-12257.254,-17187.604,0.0280320904227111,0.0380303349844753
645000,207138.064,194814.81,192451.414,175197.81,-12323.254,-17253.604,0.028144154553777,0.0381254179855066
646000,207534.064,195144.81,192847.414,175527.81,-12389.254,-17319.604,0.0282559099414282,0.0382202475172458
647000,207930.064,195474.81,193243.414,175857.81,-12455.254,-17385.604,0.0283673578598194,0.0383148245918793
648000,208326.064,195804.81,193639.414,176187.81,-12521.254,-17451.604,0.0284784995761041,0.0384091502162117
649000,208722.064,196134.81,194035.414,176517.81,-12587.254,-17517.604,0.0285893363504821,0.0385032253917011
650000,209118.064,196464.81,194431.414,176847.81,-12653.254,-17583.604,0.0286998694362475,0.0385970511144945
651000,209514.064,196794.81,194827.414,177177.81,-12719.254,-17649.604,0.0288101000798359,0.0386906283754631
652000,209910.064,197124.81,195223.414,177507.81,-12785.254,-17715.604,0.0289200295208711,0.0387839581602372
653000,210306.064,197454.81,195619.414,177837.81,-12851.254,-17781.604,0.0290296589922118,0.0388770414492407
654000,210702.064,197784.81,196015.414,178167.81,-12917.254,-17847.604,0.0291389897199973,0.0389698792177254
655000,211098.064,198114.81,196411.414,178497.81,-12983.254,-17913.604,0.0292480229236937,0.0390624724358054
656000,211494.064,198444.81,196807.414,178827.81,-13049.254,-17979.604,0.0293567598161389,0.0391548220684904
657000,211890.064,198774.81,197203.414,179157.81,-13115.254,-18045.604,0.0294652016035877,0.0392469290757195
658000,212286.064,199104.81,197599.414,179487.81,-13181.254,-18111.604,0.0295733494857563,0.0393387944123945
659000,212682.064,199434.81,197995.414,179817.81,-13247.254,-18177.604,0.0296812046558667,0.0394304190284128
660000,213078.064,199764.81,198391.414,180147.81,-13313.254,-18243.604,0.0297887683006905,0.0395218038687001
661000,213474.064,200094.81,198787.414,180477.81,-13379.254,-18309.604,0.0298960416005923,0.0396129498732429
662000,213870.064,200424.81,199183.414,180807.81,-13445.254,-18375.604,0.0300030257295733,0.0397038579771209
663000,214266.064,200754.81,199579.414,181137.81,-13511.254,-18441.604,0.0301097218553134,0.0397945291105388
664000,214662.064,201084.81,199975.414,181467.81,-13577.254,-18507.604,0.0302161311392146,0.0398849641988581
665000,215058.064,201414.81,200371.414,181797.81,-13643.254,-18573.604,0.0303222547364423,0.0399751641626285
666000,215454.064,201744.81,200767.414,182127.81,-13709.254,-18639.604,0.0304280937959676,0.0400651299176192
667000,215850.064,202074.81,201163.414,182457.81,-13775.254,-18705.604,0.0305336494606086,0.04015486237485
668000,216246.064,202404.81,201559.414,182787.81,-13841.254,-18771.604,0.0306389228670716,0.0402443624406217
669000,216642.064,202734.81,201955.414,183117.81,-13907.254,-18837.604,0.0307439151459919,0.040333631016547
670000,217038.064,203064.81,202351.414,183447.81,-13973.254,-18903.604,0.030848627421974,0.0404226689995807
671000,217434.064,203394.81,202747.414,183777.81,-14039.254,-18969.604,0.0309530608136322,0.0405114772820496
672000,217830.064,203724.81,203143.414,184107.81,-14105.254,-19035.604,0.0310572164336303,0.0406000567516822
673000,218226.064,204054.81,203539.414,184437.81,-14171.254,-19101.604,0.0311610953887208,0.0406884082916387
674000,218622.064,204384.81,203935.414,184767.81,-14237.254,-19167.604,0.0312646987797846,0.04077653278054
675000,219018.064,204714.81,204331.414,185097.81,-14303.254,-19233.604,0.0313680277018693,0.0408644310924969
676000,219414.064,205044.81,204727.414,185427.81,-14369.254,-19299.604,0.0314710832442286,0.0409521040971391
677000,219810.064,205374.81,205123.414,185757.81,-14435.254,-19365.604,0.0315738664903595,0.0410395526596439
678000,220206.064,205704.81,205519.414,186087.81,-14501.254,-19431.604,0.0316763785180414,0.0411267776407642
679000,220602.064,206034.81,205915.414,186417.81,-14567.254,-19497.604,0.0317786203993729,0.0412137798968575
680000,220998.064,206364.81,206311.414,186747.81,-14633.254,-19563.604,0.0318805932008095,0.0413005602799134
681000,221394.064,206694.81,206707.414,187077.81,-14699.254,-19629.604,0.031982297983201,0.0413871196375816
682000,221790.064,207024.81,207103.414,187407.81,-14765.254,-19695.604,0.0320837358018277,0.0414734588131993
683000,222186.064,207354.81,207499.414,187737.81,-14831.254,-19761.604,0.0321849077064371,0.0415595786458189
684000,222582.064,207684.81,207895.414,188067.81,-14897.254,-19827.604,0.0322858147412805,0.0416454799702349
685000,222978.064,208014.81,208291.414,188397.81,-14963.254,-19893.604,0.0323864579451483,0.041731163617011
686000,223374.064,208344.81,208687.414,188727.81,-15029.254,-19959.604,0.0324868383514063,0.041816630412507
687000,223770.064,208674.81,209083.414,189057.81,-15095.254,-20025.604,0.0325869569880303,0.0419018811789051
688000,224166.064,209004.81,209479.414,189387.81,-15161.254,-20091.604,0.0326868148776419,0.0419869167342363
689000,224562.064,209334.81,209875.414,189717.81,-15227.254,-20157.604,0.0327864130375431,0.0420717378924069
690000,224958.064,209664.81,210271.414,190047.81,-15293.254,-20223.604,0.0328857524797506,0.042156345463224
691000,225354.064,209994.81,210667.414,190377.81,-15359.254,-20289.604,0.0329848342110303,0.0422407402524216
692000,225750.064,210324.81,211063.414,190707.81,-15425.254,-20355.604,0.0330836592329313,0.0423249230616861
693000,226146.064,210654.81,211459.414,191037.81,-15491.254,-20421.604,0.0331822285418196,0.0424088946886815
694000,226542.064,210984.81,211855.414,191367.81,-15557.254,-20487.604,0.0332805431289116,0.0424926559270749
695000,226938.064,211314.81,212251.414,191697.81,-15623.254,-20553.604,0.0333786039803075,0.0425762075665613
696000,227334.064,211644.81,212647.414,192027.81,-15689.254,-20619.604,0.0334764120770237,0.0426595503928885
697000,227730.064,211974.81,213043.414,192357.81,-15755.254,-20685.604,0.0335739683950263,0.0427426851878816
698000,228126.064,212304.81,213439.414,192687.81,-15821.254,-20751.604,0.033671273905263,0.0428256127294678
699000,228522.064,212634.81,213835.414,193017.81,-15887.254,-20817.604,0.0337683295736955,0.0429083337917
700000,228918.064,212964.81,214231.414,193347.81,-15953.254,-20883.604,0.0338651363613315,0.0429908491447819
701000,229314.064,213294.81,214627.414,193677.81,-16019.254,-20949.604,0.0339616952242562,0.0430731595550905
702000,229710.064,213624.81,215023.414,194007.81,-16085.254,-21015.604,0.0340580071136642,0.0431552657852014
703000,230106.064,213954.81,215419.414,194337.81,-16151.254,-21081.604,0.0341540729758903,0.0432371685939111
704000,230502.064,214284.81,215815.414,194667.81,-16217.254,-21147.604,0.0342498937524408,0.0433188687362611
705000,230898.064,214614.81,216211.414,194997.81,-16283.254,-21213.604,0.034345470380024,0.0434003669635608
706000,231294.064,214944.81,216607.414,195327.81,-16349.254,-21279.604,0.0344408037905808,0.0434816640234104
707000,231690.064,215274.81,217003.414,195657.81,-16415.254,-21345.604,0.0345358949113153,0.0435627606597243
708000,232086.064,215604.81,217399.414,195987.81,-16481.254,-21411.604,0.0346307446647245,0.043643657612753
709000,232482.064,215934.81,217795.414,196317.81,-16547.254,-21477.604,0.034725353968628,0.0437243556191065
710000,232878.064,216264.81,218191.414,196647.81,-16613.254,-21543.604,0.0348197237361982,0.043804855411776
711000,233274.064,216594.81,218587.414,196977.81,-16679.254,-21609.604,0.034913854875989,0.0438851577201562
712000,233670.064,216924.81,218983.414,197307.81,-16745.254,-21675.604,0.0350077482919656,0.0439652632700677
713000,234066.064,217254.81,219379.414,197637.81,-16811.254,-21741.604,0.0351014048835329,0.0440451727837785
714000,234462.064,217584.81,219775.414,197967.81,-16877.254,-21807.604,0.0351948255455644,0.0441248869800257
715000,234858.064,217914.81,220171.414,198297.81,-16943.254,-21873.604,0.0352880111684309,0.0442044065740373
716000,235254.064,218244.81,220567.414,198627.81,-17009.254,-21939.604,0.0353809626380285,0.0442837322775535
717000,235650.064,218574.81,220963.414,198957.81,-17075.254,-22005.604,0.0354736808358068,0.0443628647988477
718000,236046.064,218904.81,221359.414,199287.81,-17141.254,-22071.604,0.0355661666387968,0.044441804842748
719000,236442.064,219234.81,221755.414,199617.81,-17207.254,-22137.604,0.0356584209196386,0.0445205531106577
720000,236838.064,219564.81,222151.414,199947.81,-17273.254,-22203.604,0.0357504445466085,0.0445991103005764
721000,237234.064,219894.81,222547.414,200277.81,-17339.254,-22269.604,0.0358422383836468,0.0446774771071205
722000,237630.064,220224.81,222943.414,200607.81,-17405.254,-22335.604,0.0359338032903843,0.0447556542215435
723000,238026.064,220554.81,223339.414,200937.81,-17471.254,-22401.604,0.0360251401221694,0.0448336423317568
724000,238422.064,220884.81,223735.414,201267.81,-17537.254,-22467.604,0.0361162497300949,0.0449114421223492
725000,238818.064,221214.81,224131.414,201597.81,-17603.254,-22533.604,0.0362071329610239,0.0449890542746077
726000,239214.064,221544.81,224527.414,201927.81,-17669.254,-22599.604,0.0362977906576167,0.0450664794665366
727000,239610.064,221874.81,224923.414,202257.81,-17735.254,-22665.604,0.0363882236583564,0.0451437183728779
728000,240006.064,222204.81,225319.414,202587.81,-17801.254,-22731.604,0.0364784327975748,0.0452207716651305
729000,240402.064,222534.81,225715.414,202917.81,-17867.254,-22797.604,0.0365684189054782,0.0452976400115699
730000,240798.064,222864.81,226111.414,203247.81,-17933.254,-22863.604,0.0366581828081727,0.0453743240772673
731000,241194.064,223194.81,226507.414,203577.81,-17999.254,-22929.604,0.0367477253276898,0.045450824524109
732000,241590.064,223524.81,226903.414,203907.81,-18065.254,-22995.604,0.0368370472820111,0.0455271420108153
733000,241986.064,223854.81,227299.414,204237.81,-18131.254,-23061.604,0.0369261494850933,0.0456032771929594
734000,242382.064,224184.81,227695.414,204567.81,-18197.254,-23127.604,0.0370150327468931,0.0456792307229862
735000,242778.064,224514.81,228091.414,204897.81,-18263.254,-23193.604,0.0371036978733918,0.045755003250231
736000,243174.064,224844.81,228487.414,205227.81,-18329.254,-23259.604,0.0371921456666193,0.045830595420938
737000,243570.064,225174.81,228883.414,205557.81,-18395.254,-23325.604,0.0372803769246786,0.0459060078782785
738000,243966.064,225504.81,229279.414,205887.81,-18461.254,-23391.604,0.0373683924417695,0.0459812412623695
739000,244362.064,225834.81,229675.414,206217.81,-18527.254,-23457.604,0.0374561930082128,0.0460562962102913
740000,244758.064,226164.81,230071.414,206547.81,-18593.254,-23523.604,0.0375437794104739,0.046131173356106
741000,245154.064,226494.81,230467.414,206877.81,-18659.254,-23589.604,0.0376311524311858,0.0462058733308749
742000,245550.064,226824.81,230863.414,207207.81,-18725.254,-23655.604,0.0377183128491732,0.0462803967626766
743000,245946.064,227154.81,231259.414,207537.81,-18791.254,-23721.604,0.0378052614394749,0.0463547442766245
744000,246342.064,227484.81,231655.414,207867.81,-18857.254,-23787.604,0.0378919989733672,0.0464289164948841
745000,246738.064,227814.81,232051.414,208197.81,-18923.254,-23853.604,0.0379785262183865,0.0465029140366906
746000,247134.064,228144.81,232447.414,208527.81,-18989.254,-23919.604,0.0380648439383522,0.0465767375183658
747000,247530.064,228474.81,232843.414,208857.81,-19055.254,-23985.604,0.038150952893389,0.0466503875533357
748000,247926.064,228804.81,233239.414,209187.81,-19121.254,-24051.604,0.038236853839949,0.0467238647521471
749000,248322.064,229134.81,233635.414,209517.81,-19187.254,-24117.604,0.0383225475308343,0.0467971697224846
750000,248718.064,229464.81,234031.414,209847.81,-19253.254,-24183.604,0.0384080347152187,0.0468703030691872
751000,249114.064,229794.81,234427.414,210177.81,-19319.254,-24249.604,0.0384933161386694,0.0469432653942654
752000,249510.064,230124.81,234823.414,210507.81,-19385.254,-24315.604,0.0385783925431693,0.0470160572969171
753000,249906.064,230454.81,235219.414,210837.81,-19451.254,-24381.604,0.0386632646671377,0.0470886793735445
754000,250302.064,230784.81,235615.414,211167.81,-19517.254,-24447.604,0.0387479332454521,0.0471611322177701
755000,250698.064,231114.81,236011.414,211497.81,-19583.254,-24513.604,0.0388323990094696,0.0472334164204528
756000,251094.064,231444.81,236407.414,211827.81,-19649.254,-24579.604,0.0389166626870475,0.0473055325697045
757000,251490.064,231774.81,236803.414,212157.81,-19715.254,-24645.604,0.0390007250025646,0.0473774812509054
758000,251886.064,232104.81,237199.414,212487.81,-19781.254,-24711.604,0.0390845866769415,0.0474492630467201
759000,252282.064,232434.81,237595.414,212817.81,-19847.254,-24777.604,0.0391682484276618,0.0475208785371136
760000,252678.064,232764.81,237991.414,213147.81,-19913.254,-24843.604,0.039251710968792,0.0475923282993663
761000,253074.064,233094.81,238387.414,213477.81,-19979.254,-24909.604,0.0393349750110024,0.0476636129080902
762000,253470.064,233424.81,238783.414,213807.81,-20045.254,-24975.604,0.0394180412615866,0.0477347329352437
763000,253866.064,233754.81,239179.414,214137.81,-20111.254,-25041.604,0.0395009104244821,0.0478056889501475
764000,254262.064,234084.81,239575.414,214467.81,-20177.254,-25107.604,0.0395835832002898,0.0478764815194992
765000,254658.064,234414.81,239971.414,214797.81,-20243.254,-25173.604,0.039666060286294,0.0479471112073886
766000,255054.064,234744.81,240367.414,215127.81,-20309.254,-25239.604,0.0397483423764819,0.048017578575313
767000,255450.064,235074.81,240763.414,215457.81,-20375.254,-25305.604,0.0398304301615629,0.0480878841821918
768000,255846.064,235404.81,241159.414,215787.81,-20441.254,-25371.604,0.0399123243289884,0.0481580285843809
769000,256242.064,235734.81,241555.414,216117.81,-20507.254,-25437.604,0.0399940255629705,0.0482280123356883
770000,256638.064,236064.81,241951.414,216447.81,-20573.254,-25503.604,0.0400755345445011,0.0482978359873878
771000,257034.064,236394.81,242347.414,216777.81,-20639.254,-25569.604,0.0401568519513713,0.0483675000882338
772000,257430.064,236724.81,242743.414,217107.81,-20705.254,-25635.604,0.0402379784581896,0.0484370051844759
773000,257826.064,237054.81,243139.414,217437.81,-20771.254,-25701.604,0.0403189147364008,0.0485063518198729
774000,258222.064,237384.81,243535.414,217767.81,-20837.254,-25767.604,0.0403996614543046,0.048575540535707
775000,258618.064,237714.81,243931.414,218097.81,-20903.254,-25833.604,0.040480219277074,0.0486445718707979
776000,259014.064,238044.81,244327.414,218427.81,-20969.254,-25899.604,0.0405605888667733,0.048713446361517
777000,259410.064,238374.81,244723.414,218757.81,-21035.254,-25965.604,0.0406407708823766,0.0487821645418009
778000,259806.064,238704.81,245119.414,219087.81,-21101.254,-26031.604,0.0407207659797856,0.0488507269431655
779000,260202.064,239034.81,245515.414,219417.81,-21167.254,-26097.604,0.0408005748118473,0.0489191340947197
780000,260598.064,239364.81,245911.414,219747.81,-21233.254,-26163.604,0.0408801980283724,0.0489873865231788
781000,260994.064,239694.81,246307.414,220077.81,-21299.254,-26229.604,0.040959636276152,0.0490554847528782
782000,261390.064,240024.81,246703.414,220407.81,-21365.254,-26295.604,0.0410388901989761,0.0491234293057868
783000,261786.064,240354.81,247099.414,220737.81,-21431.254,-26361.604,0.0411179604376503,0.0491912207015202
784000,262182.064,240684.81,247495.414,221067.81,-21497.254,-26427.604,0.0411968476300133,0.0492588594573542
785000,262578.064,241014.81,247891.414,221397.81,-21563.254,-26493.604,0.0412755524109539,0.0493263460882378
786000,262974.064,241344.81,248287.414,221727.81,-21629.254,-26559.604,0.0413540754124285,0.049393681106806
787000,263370.064,241674.81,248683.414,222057.81,-21695.254,-26625.604,0.0414324172634774,0.0494608650233935
788000,263766.064,242004.81,249079.414,222387.81,-21761.254,-26691.604,0.0415105785902422,0.0495278983460469
789000,264162.064,242334.81,249475.414,222717.81,-21827.254,-26757.604,0.0415885600159817,0.0495947815805377
790000,264558.064,242664.81,249871.414,223047.81,-21893.254,-26823.604,0.0416663621610895,0.0496615152303752
791000,264954.064,242994.81,250267.414,223377.81,-21959.254,-26889.604,0.0417439856431093,0.049728099796819
792000,265350.064,243324.81,250663.414,223707.81,-22025.254,-26955.604,0.0418214310767523,0.0497945357788916
793000,265746.064,243654.81,251059.414,224037.81,-22091.254,-27021.604,0.0418986990739126,0.0498608236733907
794000,266142.064,243984.81,251455.414,224367.81,-22157.254,-27087.604,0.041975790243684,0.0499269639749018
795000,266538.064,244314.81,251851.414,224697.81,-22223.254,-27153.604,0.0420527051923755,0.0499929571758105
796000,266934.064,244644.81,252247.414,225027.81,-22289.254,-27219.604,0.0421294445235272,0.0500588037663144
797000,267330.064,244974.81,252643.414,225357.81,-22355.254,-27285.604,0.0422060088379265,0.0501245042344358
798000,267726.064,245304.81,253039.414,225687.81,-22421.254,-27351.604,0.0422823987336236,0.0501900590660331
799000,268122.064,245634.81,253435.414,226017.81,-22487.254,-27417.604,0.0423586148059466,0.0502554687448133
