"income","current.single","trump.single","current.married","trump.married","diff.single","diff.married","pctincome.single","pctincome.married"
0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0
4000,0,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0
6000,0,0,0,0,0,0,0,0
7000,0,0,0,0,0,0,0,0
8000,0,0,0,0,0,0,0,0
9000,0,0,0,0,0,0,0,0
10000,0,0,0,0,0,0,0,0
11000,65,0,0,0,-65,0,0.00594421582075903,0
12000,165,0,0,0,-165,0,0.0139416983523447,0
13000,265,48,0,0,-217,0,0.0170396544954849,0
14000,365,168,0,0,-197,0,0.0144481114778144,0
15000,465,288,0,0,-177,0,0.0121775025799794,0
16000,565,408,0,0,-157,0,0.0101716877227081,0
17000,665,528,0,0,-137,0,0.0083868992959902,0
18000,765,648,0,0,-117,0,0.00678851174934726,0
19000,865,768,0,0,-97,0,0.00534877309070857,0
20000,981.1,888,0,0,-93.1,0,0.00489513063321223,0
21000,1131.1,1008,30,0,-123.1,-30,0.00619561223822154,0.00143061516452074
22000,1281.1,1127.88,130,0,-153.22,-130,0.00739518024605552,0.00594421582075903
23000,1431.1,1247.88,230,0,-183.22,-230,0.00849463811320929,0.0101010101010101
24000,1581.1,1367.88,330,0,-213.22,-330,0.0095107253255066,0.0139416983523447
25000,1731.1,1487.88,430,0,-243.22,-430,0.0104525783341714,0.0175010175010175
26000,1881.1,1607.88,530,0,-273.22,-530,0.0113280456405557,0.0208087946603848
27000,2031.1,1727.88,630,0,-303.22,-630,0.0121439070203333,0.0238907849829352
28000,2181.1,1847.88,730,0,-333.22,-730,0.0129060494443992,0.0267693436010268
29000,2331.1,1967.88,830,0,-363.22,-830,0.0136196093577163,0.0294639687610934
30000,2481.1,2087.88,930,0,-393.22,-930,0.0142890885900236,0.0319917440660475
31000,2631.1,2207.88,1030,120,-423.22,-910,0.0149184494287759,0.0303636970303637
32000,2781.1,2327.88,1130,240,-453.22,-890,0.0155111930976183,0.028830579850988
33000,2931.1,2447.88,1230,360,-483.22,-870,0.016070424924091,0.0273843248347498
34000,3081.1,2567.88,1330,480,-513.22,-850,0.0165989087580735,0.0260177532904806
35000,3231.1,2687.88,1430,600,-543.22,-830,0.0170991126541995,0.0247244563598451
36000,3381.1,2807.88,1530,720,-573.22,-810,0.0175732474117766,0.0234986945169713
37000,3531.1,2927.88,1630,840,-603.22,-790,0.0180232992419828,0.0223353124116483
38000,3681.1,3047.88,1730,960,-633.22,-770,0.0184510575805168,0.0212296663909567
39000,3831.1,3167.88,1830,1080,-663.22,-750,0.0188581388670103,0.0201775625504439
40000,3981.1,3287.88,1962.35,1200,-693.22,-762.35,0.0192460069574584,0.020041984717773
41000,4131.1,3407.88,2112.35,1320,-723.22,-792.35,0.01961599071304,0.0203753633865765
42000,4281.1,3527.88,2262.35,1440,-753.22,-822.35,0.0199692992107405,0.0206944799201765
43000,4431.1,3647.88,2412.35,1560,-783.22,-852.35,0.0203070349426611,0.0210002303656408
44000,4581.1,3767.88,2562.35,1680,-813.22,-882.35,0.0206302053076063,0.0212934372484926
45000,4731.1,3887.88,2712.35,1800,-843.22,-912.35,0.0209397326472787,0.0215748569617843
46000,4881.1,4007.88,2862.35,1920,-873.22,-942.35,0.0212364630376785,0.0218451862815893
47000,5031.1,4127.88,3012.35,2040,-903.219999999999,-972.35,0.0215211740121852,0.0221050681270766
48000,5180.95,4247.88,3162.35,2160,-933.07,-1002.35,0.0217910019021907,0.022355096665414
49000,5400.7,4367.88,3312.35,2279.88,-1032.82,-1032.47,0.0236889124366676,0.0225984483771873
50000,5650.7,4487.88,3462.35,2399.88,-1162.82,-1062.47,0.0262195795649537,0.0228303320000043
51000,5900.7,4724.38,3612.35,2519.88,-1176.32,-1092.47,0.0260828882044733,0.0230538969541642
52000,6150.7,4974.38,3762.35,2639.88,-1176.32,-1122.47,0.0256562259401998,0.0232695829917088
53000,6400.7,5224.38,3912.35,2759.88,-1176.32,-1152.47,0.025243297646102,0.0234777994057568
54000,6650.7,5474.38,4062.35,2879.88,-1176.32,-1182.47,0.0248434506951528,0.0236789276227456
55000,6900.7,5724.38,4212.35,2999.88,-1176.32,-1212.47,0.024456073165306,0.0238733235343632
56000,7150.7,5974.38,4362.35,3119.88,-1176.32,-1242.47,0.0240805907147083,0.0240613195991684
57000,7400.7,6224.38,4512.35,3239.88,-1176.32,-1272.47,0.0237164637404157,0.0242432267400046
58000,7650.7,6474.38,4662.35,3359.88,-1176.32,-1302.47,0.0233631847910497,0.0244193360599877
59000,7900.7,6724.38,4812.35,3479.88,-1176.32,-1332.47,0.0230202762073062,0.0245899203969908
60000,8150.7,6974.38,4962.35,3599.88,-1176.32,-1362.47,0.0226872879672435,0.0247552357340839
61000,8400.7,7224.38,5112.35,3719.88,-1176.32,-1392.47,0.0223637957159126,0.0249155224812638
62000,8650.7,7474.38,5262.35,3839.88,-1176.32,-1422.47,0.022049398961186,0.0250710066419741
63000,8900.7,7724.38,5412.35,3959.88,-1176.32,-1452.47,0.0217437194196598,0.0252219008763164
64000,9150.7,7974.38,5562.35,4079.88,-1176.32,-1482.47,0.0214463994982616,0.0253684054714726
65000,9400.7,8224.38,5712.35,4199.88,-1176.32,-1512.47,0.0211571008987523,0.0255107092286505
66000,9650.7,8474.38,5862.35,4319.88,-1176.32,-1542.47,0.0208755033336705,0.0256489902748112
67000,9900.7,8724.38,6012.35,4439.88,-1176.32,-1572.47,0.0206013033434736,0.0257834168065174
68000,10150.7,8974.38,6162.35,4559.88,-1176.32,-1602.47,0.0203342132056913,0.0259141477724331
69000,10400.7,9224.38,6312.35,4679.88,-1176.32,-1632.47,0.020073959927849,0.0260413335002987
70000,10650.7,9474.38,6462.35,4799.88,-1176.32,-1662.47,0.0198202843167485,0.0261651162735795
71000,10900.7,9724.38,6612.35,4919.88,-1176.32,-1692.47,0.019572940117439,0.0262856308624402
72000,11150.7,9974.38,6762.35,5039.88,-1176.32,-1722.47,0.0193316932158628,0.0264030050132094
73000,11400.7,10224.38,6912.35,5159.88,-1176.32,-1752.47,0.0190963208997505,0.0265173599000721
74000,11650.7,10474.38,7062.35,5279.88,-1176.32,-1782.47,0.01886661117286,0.026628810542348
75000,11900.7,10724.38,7212.35,5399.88,-1176.32,-1812.47,0.0186423621181217,0.0267374661903754
76000,12150.7,10974.38,7362.35,5519.88,-1176.32,-1842.47,0.0184233813056682,0.026843430682723
77000,12400.7,11224.38,7512.35,5639.88,-1176.32,-1872.47,0.0182094852421001,0.0269468027771842
78000,12650.7,11474.38,7662.35,5759.88,-1176.32,-1902.47,0.0180004988576771,0.0270476764577719
79000,12900.7,11724.38,7812.35,5879.88,-1176.32,-1932.47,0.0177962550284194,0.02714614121972
80000,13150.7,11974.38,7962.35,5999.88,-1176.32,-1962.47,0.0175965941303798,0.0272422823343071
81000,13400.7,12224.38,8112.35,6119.88,-1176.32,-1992.47,0.0174013636235878,0.0273361810951512
82000,13650.7,12474.38,8262.35,6239.88,-1176.32,-2022.47,0.017210417663385,0.027427915047469
83000,13900.7,12724.38,8412.35,6359.88,-1176.32,-2052.47,0.0170236167370726,0.0275175582016594
84000,14150.7,12974.38,8562.35,6479.88,-1176.32,-2082.47,0.0168408273239674,0.0276051812324482
85000,14400.7,13224.38,8712.35,6599.88,-1176.32,-2112.47,0.0166619215771261,0.027690851664719
86000,14650.7,13474.38,8862.35,6719.88,-1176.32,-2142.47,0.0164867770251425,0.0277746340470574
87000,14900.7,13724.38,9012.35,6839.88,-1176.32,-2172.47,0.0163152762925576,0.0278565901139475
88000,15150.7,13974.38,9162.35,6959.88,-1176.32,-2202.47,0.01614730683754,0.0279367789374747
89000,15400.7,14224.38,9312.35,7079.88,-1176.32,-2232.47,0.0159827607056045,0.02801525706932
90000,15650.7,14474.38,9462.35,7199.88,-1176.32,-2262.47,0.0158215342982382,0.0280920786737631
91000,15900.7,14724.38,9612.35,7319.88,-1176.32,-2292.47,0.0156635281553889,0.0281672956523502
92000,16150.7,14974.38,9762.35,7439.88,-1176.32,-2322.47,0.0155086467508599,0.0282409577608309
93000,16400.7,15224.38,9912.35,7559.88,-1176.32,-2352.47,0.0153567982997234,0.0283131127189179
94000,16650.7,15474.38,10062.35,7679.88,-1176.32,-2382.47,0.0152078945769387,0.0283838063133767
95000,16900.7,15724.38,10212.35,7799.88,-1176.32,-2412.47,0.0150618507464216,0.0284530824949152
96000,17150.7,15974.38,10362.2,7919.88,-1176.32,-2442.32,0.0149185851998686,0.0285191819500267
97000,17400.7,16224.38,10551.95,8039.88,-1176.32,-2512.07,0.0147780194046933,0.0290587237074752
98000,17650.7,16474.38,10801.95,8159.88,-1176.32,-2642.07,0.0146400777604783,0.0302996454622552
99000,17900.7,16724.38,11051.95,8279.88,-1176.32,-2772.07,0.0145046874633936,0.0315194026473583
100000,18150.7,16974.38,11301.95,8399.88,-1176.32,-2902.07,0.014371778378068,0.0327185321436041
101000,18400.7,17224.38,11551.95,8519.88,-1176.32,-3032.07,0.0142412829164412,0.033897552825355
102000,18650.7,17474.38,11801.95,8639.88,-1176.32,-3162.07,0.0141131359231571,0.0350569663091386
103000,18922.92,17724.38,12051.95,8759.88,-1198.54,-3292.07,0.0142552524421638,0.0361972576652276
104000,19202.92,17974.38,12301.95,8879.88,-1228.54,-3422.07,0.0144879988792067,0.0373188960943008
105000,19482.92,18224.13,12551.95,8999.63,-1258.79,-3552.32,0.0147197495517854,0.0384250397926187
106000,19762.92,18474.13,12801.95,9249.38,-1288.79,-3552.57,0.0149447314310735,0.0381185014064135
107000,20042.92,18724.13,13051.95,9499.38,-1318.79,-3552.57,0.0151659876343594,0.0378141962499488
108000,20322.92,18974.13,13301.95,9749.38,-1348.79,-3552.57,0.0153836099468641,0.0375147112321743
109000,20602.92,19224.13,13551.95,9999.38,-1378.79,-3552.57,0.0155976871634221,0.0372199327278032
110000,20882.92,19474.13,13801.95,10249.38,-1408.79,-3552.57,0.015808305209282,0.0369297506550289
111000,21162.92,19724.13,14051.95,10499.38,-1438.79,-3552.57,0.0160155472550978,0.0366440583384606
112000,21442.92,19974.13,14301.95,10749.38,-1468.79,-3552.57,0.0162194938264352,0.036362752378374
113000,21722.92,20224.13,14551.95,10999.38,-1498.79,-3552.57,0.0164202229080948,0.0360857325259363
114000,22002.92,20474.13,14801.95,11249.38,-1528.79,-3552.57,0.0166178100435361,0.0358129015640932
115000,22282.92,20724.13,15051.95,11499.38,-1558.79,-3552.57,0.0168123284296701,0.0355441651938182
116000,22562.92,20974.13,15301.95,11749.38,-1588.79,-3552.57,0.0170038490072677,0.0352794319254444
117000,22842.92,21224.13,15551.95,11999.38,-1618.79,-3552.57,0.0171924405472217,0.0350186129748181
118000,23122.92,21474.13,15801.95,12249.38,-1648.79,-3552.57,0.0173781697328796,0.0347616221640237
119000,23402.92,21724.13,16051.95,12499.38,-1678.79,-3552.57,0.0175611012386571,0.0345083758264484
120000,23682.92,21974.13,16301.95,12749.38,-1708.79,-3552.57,0.0177412978051245,0.0342587927159672
121000,23962.92,22224.13,16551.95,12999.38,-1738.79,-3552.57,0.0179188203107513,0.0340127939200397
122000,24242.92,22474.13,16801.95,13249.38,-1768.79,-3552.57,0.0180937278404797,0.0337703027765248
123000,24522.64,22724.13,17051.95,13499.38,-1798.51,-3552.57,0.0182631825223584,0.0335312447940288
124000,24802.64,22974.13,17301.95,13749.38,-1828.51,-3552.57,0.0184330510408745,0.0332955475756117
125000,25082.64,23224.13,17551.95,13999.38,-1858.51,-3552.57,0.0186004714295894,0.0330631407456906
126000,25362.64,23545.8,17801.95,14249.38,-1816.84,-3552.57,0.0180533352623717,0.0328339558799812
127000,25642.64,23875.8,18051.95,14499.38,-1766.84,-3552.57,0.017431787883978,0.0326079264383346
128000,25922.64,24205.8,18301.95,14749.38,-1716.84,-3552.57,0.016819008642073,0.0323849877003283
129000,26202.64,24535.8,18551.95,14999.38,-1666.84,-3552.57,0.0162148132987073,0.0321650767034819
130000,26482.64,24865.8,18801.95,15249.38,-1616.84,-3552.57,0.0156190227416928,0.0319481321839726
131000,26762.64,25195.8,19051.95,15499.38,-1566.84,-3552.57,0.0150314628075769,0.0317340945197348
132000,27042.64,25525.8,19301.95,15749.38,-1516.84,-3552.57,0.0144519641119022,0.0315229056758302
133000,27322.64,25855.8,19551.95,15999.38,-1466.84,-3552.57,0.0138803618864059,0.0313145091519863
134000,27602.64,26185.8,19801.95,16249.38,-1416.84,-3552.57,0.0133164958228287,0.0311088499322011
135000,27882.64,26515.8,20051.95,16499.38,-1366.84,-3552.57,0.0127602099230228,0.0309058744363214
136000,28162.64,26845.8,20301.95,16749.38,-1316.84,-3552.57,0.0122113523550651,0.0307055304735041
137000,28442.64,27175.8,20551.95,16999.38,-1266.84,-3552.57,0.0116697753150961,0.0305077671974756
138000,28722.64,27505.8,20801.95,17249.38,-1216.84,-3552.57,0.0111353348946204,0.03031253506351
139000,29002.64,27835.8,21051.95,17499.38,-1166.84,-3552.57,0.0106078909530192,0.0301197857870478
140000,29282.64,28165.8,21301.95,17749.38,-1116.84,-3552.57,0.0100873069950367,0.0299294723038837
141000,29562.64,28495.8,21551.95,17999.38,-1066.84,-3552.57,0.00957345005301633,0.0297415487318546
142000,29842.64,28825.8,21801.95,18249.38,-1016.84,-3552.57,0.00906619057367256,0.0295559703339613
143000,30122.64,29155.8,22051.95,18499.38,-966.84,-3552.57,0.00856540230919646,0.0293726934828631
144000,30402.64,29485.8,22301.95,18749.38,-916.84,-3552.57,0.00807096221250212,0.0291916756266842
145000,30682.64,29815.8,22551.95,18999.38,-866.84,-3552.57,0.00758275033643184,0.029012875256078
146000,30962.64,30145.8,22801.95,19249.38,-816.84,-3552.57,0.00710064973674639,0.0288362518724931
147000,31242.64,30475.8,23051.95,19499.38,-766.84,-3552.57,0.00662454637873566,0.0286617659575927
148000,31522.64,30805.8,23301.95,19749.38,-716.84,-3552.57,0.00615432904729297,0.0284893789437766
149000,31802.64,31135.8,23551.95,19999.38,-666.84,-3552.57,0.00568988926030416,0.028319053185761
150000,32082.64,31465.8,23801.95,20249.38,-616.84,-3552.57,0.00523112118520971,0.0281507519331717
151000,32362.64,31795.8,24051.95,20499.38,-566.84,-3552.57,0.00477792155860515,0.027984439304109
152000,32642.64,32125.8,24301.95,20749.38,-516.84,-3552.57,0.0043301896087514,0.0278200802596437
153000,32922.64,32455.8,24551.95,20999.38,-466.84,-3552.57,0.003887826980873,0.0276576405792069
154000,33202.64,32785.8,24801.95,21249.38,-416.839999999997,-3552.57,0.00345073766512775,0.0274970868368369
155000,33482.64,33115.8,25051.95,21499.38,-366.839999999997,-3552.57,0.0030188279271373,0.0273383863782488
156000,33762.64,33445.8,25301.95,21749.38,-316.839999999997,-3552.57,0.00259200624097245,0.0271815072986934
157000,34042.64,33775.8,25551.95,21999.38,-266.839999999997,-3552.57,0.00217018322449341,0.0270264184215742
158000,34322.64,34105.8,25801.95,22249.38,-216.839999999997,-3552.57,0.00175327157694825,0.0268730892777919
159000,34602.64,34435.8,26051.95,22499.38,-166.839999999997,-3552.57,0.00134118601873863,0.0267214900857891
160000,34882.64,34765.8,26301.95,22749.38,-116.839999999997,-3552.57,0.000933843233265124,0.0265715917322654
161000,35162.64,35095.8,26551.95,22999.38,-66.8399999999965,-3552.57,0.000531161810769048,0.0264233657535383
162000,35442.64,35425.8,26801.95,23249.38,-16.8399999999965,-3552.57,0.000133062194091252,0.0262767843175253
163000,35722.64,35755.8,27051.95,23499.38,33.1600000000035,-3552.57,-0.000260533373728081,0.0261318202063215
164000,36002.64,36085.8,27301.95,23749.38,83.1600000000035,-3552.57,-0.000649700900081091,0.0259884467993508
165000,36282.64,36415.8,27551.95,23999.38,133.160000000003,-3552.57,-0.00103451469172459,0.0258466380570696
166000,36562.64,36745.8,27801.95,24249.38,183.160000000003,-3552.57,-0.0014150474020793,0.0257063685051996
167000,36842.64,37075.8,28051.95,24499.38,233.160000000003,-3552.57,-0.00179137007695918,0.025567613219473
168000,37122.64,37405.8,28301.95,24749.38,283.160000000003,-3552.57,-0.00216355219879132,0.0254303478108678
169000,37402.64,37735.8,28551.95,24999.38,333.160000000003,-3552.57,-0.00253166172938426,0.0252945484113165
170000,37682.64,38065.8,28801.95,25249.38,383.160000000003,-3552.57,-0.0028957651512999,0.0251601916598707
171000,37962.64,38395.8,29051.95,25499.38,433.160000000003,-3552.57,-0.00325592750788202,0.0250272546893036
172000,38242.64,38725.8,29301.95,25749.38,483.160000000003,-3552.57,-0.003612212441992,0.0248957151131357
173000,38522.64,39055.8,29551.95,25999.38,533.160000000003,-3552.57,-0.00396468223350015,0.0247655510130671
174000,38802.64,39385.8,29807.67,26249.38,583.160000000003,-3558.29,-0.00431339783557906,0.0246773874865605
175000,39082.64,39715.8,30087.67,26499.38,633.160000000003,-3588.29,-0.00465841890984348,0.0247617990822451
176000,39362.64,40045.8,30367.67,26749.38,683.160000000003,-3618.29,-0.00499980386037906,0.0248453760233047
177000,39642.64,40375.8,30647.67,26999.38,733.160000000003,-3648.29,-0.00533760986670102,0.0249281306283269
178000,39922.64,40705.8,30927.67,27249.38,783.160000000003,-3678.29,-0.0056718929156815,0.025010074974674
179000,40202.64,41035.8,31207.67,27499.38,833.160000000003,-3708.29,-0.0060027078324833,0.0250912209043595
180000,40482.64,41365.8,31487.67,27749.38,883.160000000003,-3738.29,-0.00633010831053572,0.0251715800297524
181000,40762.64,41695.8,31767.67,27999.38,933.160000000003,-3768.29,-0.00665414694058704,0.0252511637391174
182000,41042.64,42025.8,32047.67,28249.38,983.160000000003,-3798.29,-0.00697487523886659,0.0253299832019949
183000,41322.64,42355.8,32327.67,28499.38,1033.16,-3828.29,-0.00729234367438809,0.0254080493744273
184000,41602.64,42685.8,32607.67,28749.13,1083.16,-3858.54,-0.00760660169542472,0.0254870243426467
185000,41882.64,43015.8,32887.67,28999.13,1133.16,-3888.54,-0.007917697755185,0.0255636081572085
186000,42162.64,43345.8,33167.67,29249.13,1183.16,-3918.54,-0.00822567933671755,0.0256394703921611
187000,42442.64,43675.8,33447.67,29499.13,1233.16,-3948.54,-0.00853059297707155,0.0257146211978678
188000,42722.64,44005.8,33727.67,29749.13,1283.16,-3978.54,-0.00883248429073879,0.0257890705352022
189000,43002.64,44335.8,34007.67,29999.13,1333.16,-4008.54,-0.00913139799240208,0.0258628281799493
190000,43282.64,44665.8,34287.67,30249.13,1383.16,-4038.54,-0.00942737791901383,0.0259359037270844
191000,43562.64,44995.8,34567.67,30499.13,1433.16,-4068.54,-0.00972046705122775,0.0260083065949347
192000,43842.64,45325.8,34847.67,30749.13,1483.16,-4098.54,-0.0100107075342055,0.0260800460292253
193000,44122.64,45655.8,35127.67,30999.13,1533.16,-4128.54,-0.01029814069782,0.0261511311070154
194000,44402.64,45985.8,35407.67,31249.13,1583.16,-4158.54,-0.0105828070762746,0.026221570740527
195000,44682.64,46315.8,35687.67,31499.13,1633.16,-4188.54,-0.0108647464271592,0.0262913736808695
196000,44962.64,46645.8,35967.67,31749.13,1683.16,-4218.54,-0.0111439977499607,0.0263605485216643
197000,45242.64,46975.8,36247.67,31999.13,1733.16,-4248.54,-0.011420599304047,0.0264291037025715
198000,45522.64,47305.8,36527.67,32249.13,1783.16,-4278.54,-0.011694588626141,0.0264970475127224
199000,45802.64,47635.8,36807.67,32499.13,1833.16,-4308.54,-0.0119660025473024,0.0265643880940609
200000,46082.64,47965.8,37087.67,32749.13,1883.16,-4338.54,-0.0122348772094324,0.0266311334445956
201000,46362.64,48295.8,37367.67,32999.13,1933.16,-4368.54,-0.0125012480813175,0.0266972914215669
202000,46642.31,48625.8,37647.67,33249.13,1983.49000000001,-4398.54,-0.0127672469898336,0.0267628697445299
203000,46972.31,48955.8,37927.67,33499.13,1983.49000000001,-4428.54,-0.0127124230320913,0.0268278759983578
204000,47302.31,49285.8,38207.67,33749.13,1983.49000000001,-4458.54,-0.0126580679013201,0.0268923176361657
205000,47632.31,49615.47,38487.67,33999.13,1983.16,-4488.54,-0.0126020786096562,0.0269562019821595
206000,47962.31,49945.47,38767.67,34249.13,1983.16,-4518.54,-0.0125486521601271,0.0270195362344111
207000,48292.31,50275.47,39047.67,34499.13,1983.16,-4548.54,-0.0124956768005382,0.0270823274675618
208000,48622.31,50605.47,39327.67,34749.13,1983.16,-4578.54,-0.0124431468419451,0.0271445826354566
209000,48952.31,50935.47,39607.67,34999.13,1983.16,-4608.54,-0.0123910566906652,0.0272063085737117
210000,49282.31,51265.47,39887.67,35249.13,1983.16,-4638.54,-0.0123394008462914,0.0272675120022164
211000,49612.31,51595.47,40167.67,35499.13,1983.16,-4668.54,-0.0122881738997566,0.0273281995275719
212000,49942.31,51925.47,40447.67,35749.13,1983.16,-4698.54,-0.0122373705314447,0.0273883776454683
213000,50272.31,52255.47,40727.67,35999.13,1983.16,-4728.54,-0.01218698550935,0.0274480527430029
214000,50602.31,52585.47,41007.67,36249.13,1983.16,-4758.54,-0.0121370136872804,0.0275072311009396
215000,50932.31,52915.47,41287.67,36499.13,1983.16,-4788.54,-0.0120874500031054,0.0275659188959126
216000,51262.31,53245.47,41567.67,36749.13,1983.16,-4818.54,-0.0120382894770468,0.0276241222025756
217000,51592.31,53575.47,41847.67,36999.13,1983.16,-4848.54,-0.0119895272100106,0.027681846995698
218000,51922.31,53905.47,42127.67,37249.13,1983.16,-4878.54,-0.0119411583819597,0.0277390991522089
219000,52252.31,54235.47,42407.67,37499.13,1983.16,-4908.54,-0.0118931782503254,0.0277958844531923
220000,52582.31,54565.47,42687.67,37749.13,1983.16,-4938.54,-0.0118455821484576,0.0278522085858327
221000,52912.31,54895.47,42967.67,37999.13,1983.16,-4968.54,-0.0117983654841113,0.027908077145314
222000,53242.31,55225.47,43247.67,38249.13,1983.16,-4998.54,-0.0117515237379701,0.0279634956366723
223000,53572.31,55555.47,43527.67,38499.13,1983.16,-5028.54,-0.0117050524622038,0.028018469476604
224000,53902.31,55885.47,43807.67,38749.13,1983.16,-5058.54,-0.0116589472790607,0.0280730039952311
225000,54232.31,56215.47,44087.67,38999.13,1983.16,-5088.54,-0.0116132038794927,0.0281271044378236
226000,54562.31,56545.47,44367.67,39249.13,1983.16,-5118.54,-0.0115678180218131,0.0281807759664813
227000,54892.31,56875.47,44647.67,39499.13,1983.16,-5148.54,-0.0115227855303851,0.0282340236617761
228000,55222.31,57205.47,44927.67,39749.13,1983.16,-5178.54,-0.0114781022943414,0.0282868525243547
229000,55552.31,57535.47,45207.67,39999.13,1983.16,-5208.54,-0.011433764266333,0.0283392674765046
230000,55882.31,57865.47,45487.67,40249.13,1983.16,-5238.54,-0.0113897674613074,0.0283912733636825
231000,56212.31,58195.47,45767.67,40499.13,1983.16,-5268.54,-0.0113461079553143,0.028442874956008
232000,56542.31,58525.47,46047.67,40749.13,1983.16,-5298.54,-0.0113027818843392,0.0284940769497215
233000,56872.31,58855.47,46327.67,40999.13,1983.16,-5328.54,-0.0112597854431634,0.0285448839686096
234000,57202.31,59185.47,46607.67,41249.13,1983.16,-5358.54,-0.0112171148842499,0.0285953005653967
235000,57532.31,59515.47,46887.67,41499.13,1983.16,-5388.54,-0.0111747665166544,0.0286453312231048
236000,57862.31,59845.47,47167.67,41749.13,1983.16,-5418.54,-0.0111327367049612,0.0286949803563828
237000,58192.31,60175.47,47447.67,41999.13,1983.16,-5448.54,-0.0110910218682429,0.0287442523128046
238000,58522.31,60505.47,47727.67,42249.13,1983.16,-5478.54,-0.0110496184790433,0.0287931513741383
239000,58852.31,60835.47,48007.67,42499.13,1983.16,-5508.54,-0.0110085230623829,0.0288416817575868
240000,59182.31,61165.47,48287.67,42749.13,1983.16,-5538.54,-0.0109677321947869,0.0288898476169999
241000,59512.31,61495.47,48567.67,42999.13,1983.16,-5568.54,-0.0109272425033345,0.0289376530440597
242000,59842.31,61825.47,48847.67,43249.13,1983.16,-5598.54,-0.010887050664729,0.0289851020694392
243000,60172.31,62155.47,49127.67,43499.13,1983.16,-5628.54,-0.0108471534043886,0.0290321986639352
244000,60502.31,62485.47,49407.67,43749.13,1983.16,-5658.54,-0.010807547495557,0.029078946739576
245000,60832.31,62815.47,49687.67,43999.13,1983.16,-5688.54,-0.0107682297584338,0.0291253501507048
246000,61162.31,63145.47,49967.39,44249.13,1983.16,-5718.26,-0.0107291970593227,0.0291699426947384
247000,61492.31,63475.47,50247.39,44499.13,1983.16,-5748.26,-0.0106904463097999,0.0292156734286778
248000,61822.31,63805.47,50527.39,44749.13,1983.16,-5778.26,-0.0106519744658987,0.0292610706872209
249000,62152.31,64135.47,50807.39,44999.13,1983.16,-5808.26,-0.0106137785273128,0.0293061381047457
250000,62482.31,64465.47,51087.39,45249.13,1983.16,-5838.26,-0.0105758555366163,0.029350879263009
251000,62812.31,64795.47,51367.39,45499.13,1983.16,-5868.26,-0.0105382025785002,0.0293952976920955
252000,63142.31,65125.47,51647.39,45749.13,1983.16,-5898.26,-0.0105008167790255,0.029439396871346
253000,63472.31,65455.47,51927.39,45999.13,1983.16,-5928.26,-0.0104636953048918,0.0294831802302661
254000,63802.31,65785.47,52207.39,46249.13,1983.16,-5958.26,-0.0104268353627218,0.0295266511494152
255000,64132.31,66115.47,52534.56,46498.8,1983.16,-6035.76,-0.0103902341983601,0.0298113100191322
256000,64462.31,66445.47,52864.56,46828.8,1983.16,-6035.76,-0.0103538890961878,0.0297129836132976
257000,64792.31,66775.47,53194.56,47158.8,1983.16,-6035.76,-0.0103177973784503,0.0296153036935619
258000,65122.31,67105.47,53524.56,47488.8,1983.16,-6035.76,-0.0102819564046002,0.0295182639049462
259000,65452.31,67435.47,53854.56,47818.8,1983.16,-6035.76,-0.0102463635706528,0.0294218579754929
260000,65782.31,67765.47,54184.56,48148.8,1983.16,-6035.76,-0.0102110163085556,0.0293260797149135
261000,66112.31,68095.47,54514.56,48478.8,1983.16,-6035.76,-0.0101759120855709,0.0292309230132643
262000,66442.31,68425.47,54844.56,48808.8,1983.16,-6035.76,-0.0101410484036706,0.0291363818396466
263000,66772.31,68755.47,55174.56,49138.8,1983.16,-6035.76,-0.0101064227989434,0.029042450240933
264000,67102.31,69085.47,55504.56,49468.47,1983.16,-6036.09,-0.0100720328410151,0.0289507051089463
265000,67432.31,69415.47,55834.56,49798.47,1983.16,-6036.09,-0.010037876132479,0.0288579700355852
266000,67762.31,69745.47,56164.56,50128.47,1983.16,-6036.09,-0.0100039503083395,0.0287658271643723
267000,68092.31,70075.47,56494.56,50458.47,1983.16,-6036.09,-0.00997025303546587,0.0286742708406966
268000,68422.31,70405.47,56824.56,50788.47,1983.16,-6036.09,-0.00993678201205758,0.0285832954817094
269000,68752.31,70735.47,57154.56,51118.47,1983.16,-6036.09,-0.00990353496711999,0.0284928955751892
270000,69082.31,71065.47,57484.56,51448.47,1983.16,-6036.09,-0.00987050965995082,0.0284030656784279
271000,69412.31,71395.47,57814.56,51778.47,1983.16,-6036.09,-0.00983770387963672,0.0283138004171392
272000,69742.31,71725.47,58144.56,52108.47,1983.16,-6036.09,-0.00980511544455987,0.0282250944843863
273000,70072.31,72055.47,58474.56,52438.47,1983.16,-6036.09,-0.0097727422019144,0.0281369426395303
274000,70402.31,72385.47,58804.56,52768.47,1983.16,-6036.09,-0.00974058202723225,0.0280493397071983
275000,70732.31,72715.47,59134.56,53098.47,1983.16,-6036.09,-0.00970863282391847,0.0279622805762701
276000,71062.31,73045.47,59464.56,53428.47,1983.16,-6036.09,-0.0096768925227956,0.0278757601988848
277000,71392.31,73375.47,59794.56,53758.47,1983.16,-6036.09,-0.00964535908165693,0.0277897735894644
278000,71722.31,73705.47,60124.56,54088.47,1983.16,-6036.09,-0.0096140304848285,0.0277043158237569
